#NAME	LK-P2	SB-P1	PM-P3	AW-SD2	UNZ-SD2	DH-SD2	BF-SD3	EP-SD1	AL-SD3	RK-SD1	BS-SD3	DSR-SD3	EK-P3	RvO-P2	KB-P1	WB-P1	NK-P3	IV-P2	GM11	EW-SD1	DG-SD1
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Candidatus Magnetananas	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfatibacillum	3	10	11	1	2	5	12	0	18	1	2	1	6	7	2	13	0	5	0	0	1
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfatirhabdium	82	14	64	10	20	23	8	34	7	10	24	11	35	17	55	6	0	35	0	11	5
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfatitalea	12	10	1	1	9	1	0	10	0	2	6	2	2	1	4	5	0	4	0	9	5
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfosarcina	219	241	205	50	166	113	137	176	175	44	183	77	91	69	298	203	0	89	0	145	48
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Incertae Sedis	1261	633	766	3	13	5	5	1	7	0	3	6	287	185	47	666	0	289	0	403	85
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;LCP-80	30	44	44	4	28	20	7	31	4	9	20	12	24	10	45	20	0	23	0	22	4
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;NA	9	15	17	5	16	4	0	12	0	1	1	4	7	11	21	10	0	21	0	8	1
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;SEEP-SRB1	735	737	827	47	209	156	20	92	27	27	74	73	439	144	296	507	0	185	0	298	59
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Sva0081 sediment group	15	70	45	34	113	77	1	103	2	47	80	90	18	8	236	26	0	10	0	52	28
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;uncultured	1578	487	631	94	351	297	50	174	76	56	278	182	343	269	574	314	0	381	0	337	86
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;NA;Desulfatiferula	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;NA;NA	0	0	0	0	0	0	0	1	0	1	1	1	0	0	4	1	0	0	0	1	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;uncultured;NA	73	22	6	9	26	17	16	9	19	1	4	6	16	105	35	26	0	63	0	57	22
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus	16	87	129	1	12	9	5	9	4	3	2	3	23	5	14	25	0	8	0	18	5
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;uncultured	6	15	24	12	42	22	0	38	0	10	37	29	11	1	17	6	0	2	0	36	11
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;[Desulfobacterium] catecholicum group	21	36	37	4	13	7	0	17	0	5	3	7	19	2	34	18	0	6	0	10	1
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfocapsa	22	6	8	3	7	4	9	3	7	0	3	0	17	4	23	3	0	17	0	10	2
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfofustis	2	1	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfopila	0	0	0	0	1	2	0	0	0	2	0	4	0	0	0	0	0	1	0	3	1
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulforhopalus	0	0	4	0	0	0	0	0	0	0	1	1	0	10	2	0	0	0	0	2	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfotalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;SEEP-SRB4	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;uncultured	30	43	77	3	16	14	11	35	6	9	5	10	25	8	44	38	0	7	0	36	9
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfurivibrionaceae;Desulfurivibrio	0	1	0	3	5	1	0	0	0	0	1	1	0	0	1	0	0	0	0	3	1
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfurivibrionaceae;MSBL7	7	44	8	8	13	17	0	8	0	1	15	7	6	2	12	21	0	1	0	272	44
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;uncultured;NA	1	0	1	19	60	41	0	30	0	8	35	31	1	0	4	0	0	0	0	15	6
Bacteria;Desulfobacterota;Desulfomonilia;Desulfomonilales;Desulfomonilaceae;Desulfomonile	4	12	7	0	1	0	0	4	2	2	16	1	2	0	4	9	0	3	0	4	2
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfoplanaceae;Desulfoplanes	4	2	0	0	1	2	0	0	0	1	1	0	0	8	2	0	0	1	0	1	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfocurvus	351	21	17	1	0	1	44	0	45	0	14	1	36	148	4	16	0	35	0	602	74
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	707	38	25	2	32	164	236	15	239	6	94	5	20	155	5	40	0	78	0	20	24
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	2
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;Bradymonadaceae;Bradymonas	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;NA;NA	5	28	13	1	7	11	27	6	14	2	10	5	12	107	15	18	0	33	0	11	1
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;C8S-102;NA	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Candidatus Deferrimonas	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas	49	3	4	1	6	5	1	2	0	2	2	3	4	15	21	5	0	9	0	4	2
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;NA	1	11	0	0	2	1	1	1	0	0	0	0	5	1	7	0	0	1	0	4	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Trichloromonas	0	0	2	1	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geoalkalibacteraceae;Geoalkalibacter	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa	94	14	1	4	12	14	35	3	37	4	7	3	2	15	5	7	0	14	0	38	11
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Geopsychrobacter	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Malonomonas	0	1	0	5	4	1	0	2	0	12	0	1	0	0	2	0	0	0	0	4	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Pelobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geothermobacteraceae;Geothermobacter	1	2	4	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	2	1
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Sva1033;NA	26	49	43	18	31	36	2	149	0	53	64	34	52	12	33	23	0	7	0	38	11
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea	76	105	69	4	12	10	1	11	4	5	9	2	64	46	12	180	0	22	0	51	8
Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Citrifermentans	0	0	0	0	0	1	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geotalea	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;uncultured	0	0	3	0	0	1	0	2	0	1	3	0	0	1	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;PB19;NA;NA	18	24	32	3	4	7	17	6	6	0	11	4	20	22	14	26	0	9	0	19	7
Bacteria;Desulfobacterota;Dissulfuribacteria;Dissulfuribacterales;Dissulfuribacteraceae;NA	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
Bacteria;Desulfobacterota;Dissulfuribacteria;Dissulfuribacterales;Dissulfuribacteraceae;SEEP-SRB2	23	20	17	2	3	4	0	14	0	0	3	2	8	7	9	1	0	4	0	8	1
Bacteria;Desulfobacterota;Syntrophia;Syntrophales;NA;NA	117	98	106	10	25	23	0	21	2	4	3	7	98	23	33	52	0	44	0	119	21
Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus	2	8	9	0	1	0	0	0	0	0	0	1	2	0	0	9	0	1	0	8	2
Bacteria;Desulfobacterota;Syntrophia;Syntrophales;uncultured;NA	500	474	306	7	18	13	3	38	6	6	14	15	174	56	44	257	0	64	1	126	27
Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;NA	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;uncultured;NA	0	1	0	0	1	0	0	2	0	0	0	0	0	1	9	2	0	0	0	2	1
Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus	8	9	4	0	0	1	0	0	0	0	0	1	4	1	0	4	0	1	0	7	5
Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Desulfobacterota;uncultured;NA;NA;NA	29	11	8	1	13	10	17	20	26	8	37	3	10	1	12	5	0	8	0	8	12
Bacteria;DTB120;NA;NA;NA;NA	0	0	0	8	22	14	0	17	0	7	20	11	0	0	0	1	0	0	0	20	3
Bacteria;Elusimicrobiota;4-29;NA;NA;NA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;Lineage IV;NA;NA	0	5	0	0	1	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;MD2894-B20;NA;NA	1	2	0	1	2	1	0	0	0	0	0	1	1	0	5	3	0	0	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium	52	74	11	0	0	0	0	1	0	0	1	0	0	2	3	69	0	2	0	0	0
Bacteria;Elusimicrobiota;Lineage IIb;NA;NA;NA	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Bacteria;Elusimicrobiota;Lineage IIc;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
Bacteria;Elusimicrobiota;Rs-M47;NA;NA;NA	5	7	3	0	3	0	0	1	0	0	3	2	2	0	7	2	0	2	0	6	1
Bacteria;FCPU426;NA;NA;NA;NA	1	0	1	0	0	0	0	1	0	0	1	0	2	0	3	0	0	0	0	0	0
Bacteria;Fermentibacterota;Fermentibacteria;Fermentibacterales;Fermentibacteraceae;NA	603	329	232	8	29	15	0	34	2	2	27	7	135	51	18	523	0	58	0	338	62
Bacteria;Fibrobacterota;Chitinivibrionia;uncultured;NA;NA	1	1	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	1	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;B122;NA	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;B5-096;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Candidatus Raymondbacteria;NA	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;uncultured	0	9	0	2	9	16	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;MAT-CR-H6-H10;NA	2	0	0	0	1	0	0	0	1	0	0	0	2	0	3	1	0	1	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;NA;BBMC-4	1	3	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;SBYC;NA	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;SBYZ-1017;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;TG3;NA	2	4	10	0	1	1	0	2	0	0	3	0	5	0	10	9	0	0	0	1	0
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;uncultured;NA	0	6	3	0	5	3	0	7	0	0	9	4	3	0	28	2	0	0	0	5	0
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	2	0
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae;Tumebacillus	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Bacteria;Firmicutes;Bacilli;Aneurinibacillales;Aneurinibacillaceae;Aneurinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	21	18	8	3	4	7	0	5	0	1	0	4	3	8	14	9	0	6	26	15	2
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Tepidibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ureibacillus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Vulcanibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	7	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Domibacillus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2	1
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus	1	1	2	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planomicrobium	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Psychrobacillus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina	2	0	3	0	0	0	0	3	0	0	0	0	0	1	0	2	0	1	0	2	0
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;uncultured	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Brevibacillales;Brevibacillaceae;Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Caldalkalibacillales;Caldalkalibacillaceae;Caldalkalibacillus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Anaerorhabdus] furcosa group	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Haloplasmatales;Haloplasmataceae;Haloplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Izemoplasmatales;Izemoplasmataceae;Izimaplasma	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Izemoplasmatales;Izemoplasmataceae;NA	12	5	7	0	0	0	1	1	0	0	3	0	4	6	0	8	0	12	0	9	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Catellicoccaceae;Catellicoccus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Cohnella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus	2	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	2	0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Thermobacillus	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;RF39;NA;NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Jeotgalicoccus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Laceyella	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Novibacillus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;BRH-c20a;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter	1	0	0	1	1	1	0	0	0	0	1	0	0	5	1	0	0	4	0	0	0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group	62	16	8	3	19	31	0	0	0	0	0	0	2	15	2	16	0	16	0	139	28
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;uncultured	62	74	20	4	19	9	16	16	12	10	15	9	17	32	29	68	0	33	0	34	9
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA	43	0	7	2	4	4	0	0	2	0	0	0	2	2	2	0	0	19	1	39	4
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;NA;NA	13	95	15	3	2	6	0	6	1	0	12	2	19	20	10	17	0	9	0	10	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Caloramator	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1	8	10	5	0	1	2	0	4	0	2	0	0	2	61	5	5	0	35	0	12	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 12	1	13	1	1	0	1	0	1	0	0	0	0	2	3	2	14	0	2	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13	2	1	1	0	1	0	0	2	0	0	0	0	0	1	1	1	0	0	0	3	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 16	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 17	101	24	15	1	5	1	0	2	1	0	0	0	1	41	0	16	0	40	0	103	11
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 18	0	2	1	0	3	0	0	1	0	1	0	0	1	2	0	2	0	0	0	3	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 7	6	9	1	1	0	3	1	1	0	2	0	1	2	583	6	10	0	134	0	144	8
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Haloimpatiens	4	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	2	0	3	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Oceanirhabdus	5	14	2	0	6	17	0	2	0	0	1	2	1	39	11	8	0	28	0	1	1
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;uncultured	3	13	6	3	9	9	0	13	0	1	0	5	8	10	20	3	0	6	0	5	2
