#NAME	LK-P2	SB-P1	PM-P3	AW-SD2	UNZ-SD2	DH-SD2	BF-SD3	EP-SD1	AL-SD3	RK-SD1	BS-SD3	DSR-SD3	EK-P3	RvO-P2	KB-P1	WB-P1	NK-P3	IV-P2	GM11	EW-SD1	DG-SD1
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;3PJM14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;CI75cm.2.12	0	1	0	2	2	24	0	0	0	10	0	0	0	0	1	0	0	0	0	2	1
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21	0	0	0	0	3	1	0	1	0	2	4	1	0	0	5	0	0	0	0	1	2
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;MSB-1D1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;SZB85	0	2	2	1	0	1	0	0	0	1	2	0	0	0	2	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Piscirickettsiales;Piscirickettsiaceae;Candidatus Endoecteinascidia	0	0	0	0	0	2	0	0	1	0	30	2	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;NA;NA	0	0	0	0	3	0	0	4	0	0	3	0	0	1	3	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;211ds20;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1;Alcanivorax	0	8	0	0	3	10	0	0	0	0	3	0	0	3	1	1	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;BD2-7;NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Aestuariicella	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Agarilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Gilvimarinus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Marinimicrobium	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	3	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Pseudomaricurvus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Gven-F17;NA	3	12	13	0	4	0	0	4	0	1	3	1	8	15	4	9	0	3	0	5	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Hahellaceae;Hahella	0	0	0	0	3	10	0	0	0	0	7	2	0	0	12	0	0	0	0	1	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Chromatocurvus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Congregibacter	0	0	0	1	7	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Haliea	0	1	0	0	1	0	0	0	0	1	0	0	0	18	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Halioglobus	4	23	28	9	30	26	0	52	0	18	21	10	6	110	19	18	0	11	0	17	9
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Luminiphilus	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Marimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade	1	4	13	4	21	23	0	30	0	12	18	6	4	303	6	11	0	21	0	12	6
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Parahaliea	0	15	0	0	0	1	0	0	0	1	3	2	0	539	1	0	0	41	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Pseudohaliea	0	21	0	2	3	12	0	2	0	5	2	1	0	3	1	1	0	0	0	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Halomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;uncultured	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;NA	1	0	0	0	3	5	0	1	0	3	4	1	0	1	4	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter	0	16	2	0	3	3	0	1	0	1	1	0	0	30	0	4	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;MBAE14;NA	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Microbulbiferaceae;Microbulbifer	0	1	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	54	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;uncultured	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Marinobacterium	0	1	0	1	4	2	0	4	0	0	11	3	0	15	0	0	0	0	0	1	2
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Nitrincola	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Oleiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;NA	0	20	0	0	0	2	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;P13-46;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;C1-B045	0	5	0	0	10	7	1	8	1	4	16	6	0	21	2	0	0	1	0	10	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus	0	0	0	1	3	1	0	0	0	1	2	0	0	3	1	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;SAR92 clade	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;BIyi10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella	0	75	2	5	22	20	0	5	0	9	28	8	1	127	16	0	0	16	0	8	5
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0	2	0	0	0	0	0	1	0	0	0	1	0	7	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;SAR86 clade;NA	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade	0	9	0	3	26	25	0	25	0	15	14	9	0	97	8	0	0	16	0	8	4
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;Dasania	0	0	0	2	6	4	0	5	0	7	1	1	0	1	0	0	0	0	0	2	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;NA	0	5	0	2	2	2	0	7	0	5	1	1	0	145	2	0	0	11	0	2	1
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;uncultured	0	0	1	0	1	1	0	0	0	0	1	2	1	7	3	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;Zhongshania	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;NA;NA	2	12	9	2	4	4	0	7	2	3	16	2	11	3	20	8	0	2	0	3	0
Bacteria;Proteobacteria;Gammaproteobacteria;S1-3-65;NA;NA	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Algiphilaceae;Algiphilus	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;SS1-B-04-55;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;SS1-B-07-19;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;SS1-B-09-64;NA;NA	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;uncultured	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;JTB255 marine benthic group	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia	61	36	57	14	35	14	1	22	0	32	50	25	21	16	26	11	0	17	0	35	13
Bacteria;Proteobacteria;Gammaproteobacteria;SZB50;NA;NA	11	18	19	1	9	5	0	5	0	9	12	10	3	1	9	6	0	3	0	4	3
Bacteria;Proteobacteria;Gammaproteobacteria;SZB7;NA;NA	0	10	0	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;TDNP-Wbc97-11-7-16;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Tenderiales;Tenderiaceae;Candidatus Tenderia	0	0	1	2	5	3	0	4	0	3	1	2	3	5	3	0	0	1	0	7	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;uncultured	7	2	6	2	5	8	0	3	0	12	2	2	4	0	9	3	0	0	0	2	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;endosymbionts	0	18	2	3	7	5	0	7	0	2	4	4	0	0	15	0	0	0	0	4	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrorhabdus	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrospira	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Candidatus Navis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured	19	378	51	86	328	259	15	437	30	131	97	114	41	111	192	34	0	32	0	104	34
Bacteria;Proteobacteria;Gammaproteobacteria;UBA4486;NA;NA	0	0	0	0	3	4	0	0	0	0	3	2	0	0	1	0	0	0	0	1	1
Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;NA;NA	35	100	95	8	31	24	0	30	3	8	52	21	38	12	50	49	0	4	0	53	9
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Oleiagrimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Proteobacteria;Magnetococcia;Magnetococcales;Magnetococcaceae;Magnetococcus	0	70	0	12	53	32	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0
Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales;Mariprofundaceae;Mariprofundus	0	0	0	0	3	1	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0
Bacteria;RCP2-54;NA;NA;NA;NA	0	0	2	2	2	0	0	1	0	3	10	0	0	0	1	1	0	0	0	1	0
Bacteria;SAR324 clade(Marine group B);NA;NA;NA;NA	746	1432	277	20	63	58	17	52	12	6	57	27	253	258	101	614	0	265	0	167	38
Bacteria;Schekmanbacteria;NA;NA;NA;NA	22	11	8	5	15	16	1	12	1	11	2	0	6	4	4	4	0	8	0	14	3
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;LH041;NA	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptonema	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21	690	43	442	4	6	10	1	4	1	2	1	9	139	19	8	139	0	39	0	525	103
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Turneriella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;uncultured	0	31	0	0	6	1	1	7	2	6	1	1	0	18	4	0	0	3	0	0	0
Bacteria;Spirochaetota;MVP-15;NA;NA;NA	21	0	2	0	0	0	0	1	0	0	2	0	1	2	0	0	0	2	0	0	0
Bacteria;Spirochaetota;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta	309	29	0	1	6	12	14	2	11	7	9	3	0	28	3	1	0	13	0	3	4
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Candidatus Marispirochaeta	13	21	20	3	4	3	4	2	7	3	7	1	3	3	2	5	0	1	0	9	1
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;GWE2-31-10	13	5	18	1	12	19	3	4	2	0	0	2	9	1	6	7	0	0	0	6	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Salinispira	0	0	0	1	2	3	0	0	0	0	1	3	0	0	1	0	0	0	0	3	2
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta	279	133	156	14	92	46	55	55	107	20	57	18	64	42	44	71	0	45	0	145	36
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta	523	23	7	0	0	1	51	0	43	0	0	0	5	22	3	27	0	40	0	51	13
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta	255	119	94	8	16	15	5	10	1	8	9	2	32	25	28	75	0	37	0	58	17
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2	97	62	68	12	35	34	202	17	266	25	38	7	25	45	25	56	0	45	0	230	63
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	29	0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;uncultured	32	10	23	1	0	1	63	6	37	2	1	0	6	1	8	6	0	6	0	6	1
Bacteria;Spirochaetota;uncultured;NA;NA;NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetota;V2072-189E03;NA;NA;NA	3	1	1	0	0	1	13	0	19	0	0	0	0	0	1	0	0	0	0	4	0
Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea	273	79	59	8	29	15	15	41	9	18	68	11	31	120	82	46	0	75	0	48	18
Bacteria;Sumerlaeota;Sumerlaeia;uncultured;NA;NA	144	53	37	4	22	21	2	32	3	17	27	8	21	29	28	18	0	13	0	25	11
Bacteria;Sva0485;NA;NA;NA;NA	605	289	171	13	65	41	33	88	18	11	40	27	176	30	157	177	0	51	0	151	19
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Acetomicrobium	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Aminobacterium	12	8	8	0	0	3	1	1	0	0	5	0	1	5	6	7	0	6	0	8	1
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Dethiosulfovibrio	16	10	7	0	0	0	0	0	0	0	0	0	3	41	0	3	0	10	0	12	0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;EBM-39	50	28	19	4	4	2	0	0	1	1	3	1	14	18	6	36	0	26	0	9	6
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Fretibacterium	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;JGI-0000079-D21	3	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	6
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermovirga	5	12	5	0	3	3	0	0	0	0	5	0	1	3	4	18	0	1	0	2	1
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;uncultured	83	38	17	1	10	5	0	1	0	1	5	4	6	28	17	32	0	30	1	46	23
Bacteria;TA06;NA;NA;NA;NA	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Bacteria;Thermotogota;Thermotogae;Kosmotogales;Kosmotogaceae;uncultured	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	3	0
Bacteria;Thermotogota;Thermotogae;Petrotogales;Petrotogaceae;SC103	4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	9	0
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;uncultured	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Chlamydiae;LD1-PA32;NA;NA	45	33	21	3	25	15	2	22	3	7	12	6	12	6	41	36	0	12	0	14	3
Bacteria;Verrucomicrobiota;Kiritimatiellae;113B434;NA;NA	0	4	1	0	1	0	0	0	0	0	1	0	1	9	0	0	0	2	0	0	0
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;MSBL3	5	2	4	0	1	0	0	2	0	1	2	0	6	11	2	4	0	4	0	2	0
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;R76-B128	14	12	19	1	2	4	0	8	0	1	5	2	22	2	19	9	0	2	0	11	0
Bacteria;Verrucomicrobiota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;uncultured	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;NA;NA	44	25	65	1	12	5	1	15	3	2	8	5	26	19	25	35	0	22	0	23	4
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Lenti-02;NA	69	70	77	4	11	5	3	11	2	5	14	4	71	21	31	159	0	43	0	23	2
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;SBZC-1223	0	2	0	0	1	0	0	3	0	1	1	0	1	0	0	3	0	0	0	0	0
Bacteria;Verrucomicrobiota;Lentisphaeria;P.palmC41;NA;NA	99	54	49	4	2	6	65	7	110	1	8	3	856	7	2	72	0	3	0	4	0
Bacteria;Verrucomicrobiota;Lentisphaeria;SS1-B-02-17;NA;NA	0	15	1	2	2	1	0	9	0	7	4	0	2	9	2	0	0	3	0	4	0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Arctic95B-14;NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;BD2-3;NA	0	5	1	0	2	2	129	2	159	0	1	1	2	3	1	8	0	3	0	2	3
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;GWF2-44-16;NA	0	1	3	0	0	0	5	0	2	0	1	1	4	0	1	0	0	3	0	1	1
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;NA;NA	1	3	8	1	1	0	4	4	16	0	1	0	12	2	0	3	0	28	0	2	1
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;PRD18C08;NA	1	0	1	1	5	5	1	7	3	2	19	8	0	2	1	1	0	2	0	5	2
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;SBYX-4944;NA	0	0	3	0	1	0	3	0	0	0	1	0	8	2	0	0	0	12	0	1	1
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;SBZC-4624;NA	0	4	4	0	0	0	1	0	1	0	0	0	5	0	0	4	0	5	0	0	0
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;koll11;NA	2	0	7	0	2	0	0	1	0	2	1	0	0	0	3	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;NA;NA	13	24	26	1	4	8	1	3	0	6	5	1	11	3	5	15	0	0	0	16	2
Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus	92	34	47	2	17	7	0	34	0	16	7	3	20	6	38	52	0	19	0	48	3
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;01D2Z36;NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;LD1-PB3;NA;NA	1	0	3	0	0	3	0	0	0	0	0	0	1	0	0	2	0	3	0	3	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Cephaloticoccus	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita	0	0	0	1	1	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;MB11C04 marine group	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Pelagicoccus	0	0	0	0	3	6	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccus	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Verruc-01	2	4	1	0	3	7	0	2	0	16	5	3	1	4	3	3	0	0	0	1	1
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;uncultured;NA	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;DEV008	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;NA	1	2	6	1	3	6	0	0	0	4	2	2	2	0	4	2	0	1	0	5	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Haloferula	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter	0	2	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus	1	0	4	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	1	0
